Transaction,Children,Units Sold,Revenue
7467,0,5,21.87
7468,0,4,8.97
7469,4,4,6.56
7470,3,4,7.72
7471,4,4,33.72
7472,3,5,3.84
7473,3,3,12.66
7474,0,2,3.65
7475,1,5,19.88
7476,1,3,19.71
7477,0,4,11.72
7478,3,6,21.92
7479,3,4,19.85
7480,3,4,9.24
7481,4,4,4.98
7482,4,5,35.72
7483,3,5,15.39
7484,4,5,45.25
7485,2,5,21.76
7486,2,4,25.35
7487,0,4,10.67
7488,2,5,4.05
7489,5,5,4.85
7490,3,6,15.52
7491,0,4,8.98
7492,5,5,10.42
7493,1,4,11.97
7494,1,3,7.86
7495,1,2,11.45
7496,2,3,11.88
7497,3,5,31.04
7498,4,3,12.71
7499,4,3,16.69
7500,1,2,9.11
7501,1,2,7.67
7502,1,4,10.75
7503,3,6,11.1
7504,0,2,4.73
7505,2,5,13.79
7506,0,6,18.74
7507,4,5,26.71
7508,3,4,10.92
7509,4,4,18.72
7510,1,4,18.9
7511,2,3,12.38
7512,2,5,10.99
7513,0,5,5.04
7514,2,6,13.91
7515,3,3,11.27
7516,3,4,22.9
7517,3,2,12.46
7518,4,5,40.8
7519,4,2,8.9
7520,1,4,16.34
7521,3,4,30.32
7522,3,4,4.98
7523,1,3,14.15
7524,1,4,46.08
7525,4,2,7.45
7526,0,6,22.78
7527,5,5,12.38
7528,2,3,4.21
7529,0,6,13.84
7530,2,3,14.5
7531,3,6,12.17
7532,1,4,9.98
7533,5,3,21.4
7534,3,4,8.01
7535,4,4,4.03
7536,4,5,20.38
7537,0,4,6.98
7538,3,3,28.71
7539,3,4,31.42
7540,3,3,6.07
7541,1,4,26.54
7542,2,5,17.45
7543,0,2,3.52
7544,1,6,16.54
7545,4,4,9.36
7546,5,4,13.3
7547,1,5,20.41
7548,2,6,7.64
7549,2,6,8.3
7550,4,3,16.57
7551,1,2,8.19
7552,3,3,9.6
7553,2,4,5.18
7554,4,4,16.46
7555,5,3,13.53
7556,3,3,12.69
7557,4,3,7.56
7558,3,5,16.42
7559,4,6,10.52
7560,4,4,18.27
7561,3,2,5.52
7562,4,3,14.53
7563,4,3,11.4
7564,3,6,7.58
7565,1,5,13.86
7566,1,4,20.33
7567,4,4,20.22
7568,4,5,7.3
7569,0,6,23.9
7570,4,4,13.61
7571,5,5,40.04
7572,2,4,12.86
7573,4,2,2.5
7574,2,4,11.31
7575,2,6,15.68
7576,2,4,2.93
7577,3,3,16.32
7578,1,5,5.35
7579,5,5,4.06
7580,4,7,11.55
7581,3,3,11.21
7582,3,4,8.56
7583,3,3,9.69
7584,2,3,17.25
7585,2,4,6.28
7586,3,6,12.24
7587,0,5,6.84
7588,4,5,11.62
7589,2,5,8.23
7590,5,3,4.59
7591,3,4,10.57
7592,3,3,6.23
7593,3,3,4.63
7594,3,3,6.05
7595,2,3,10.34
7596,3,6,25.54
7597,1,5,13.01
7598,3,2,9.9
7599,4,3,7.03
7600,3,7,15.7
7601,3,3,10.69
7602,0,3,6.35
7603,4,3,8.6
7604,1,4,28.8
7605,3,4,3.61
7606,1,3,5.09
7607,1,5,17.04
7608,2,2,2.28
7609,2,3,9.59
7610,1,2,2.41
7611,1,3,25.94
7612,1,2,7.17
7613,2,3,5.1
7614,1,3,18.87
7615,3,5,23.18
7616,0,4,7.87
7617,4,3,5.21
7618,4,5,7.47
7619,3,4,7.95
7620,2,4,17.02
7621,5,5,14.51
7622,1,4,3.89
7623,4,5,6.36
7624,3,5,10.92
7625,4,4,13.2
7626,4,5,6.37
7627,1,3,15.5
7628,3,4,3.83
7629,1,6,27.32
7630,1,4,2.48
7631,2,3,7.56
7632,3,2,5.02
7633,1,3,16.19
7634,5,2,7.72
7635,5,3,12.18
7636,4,6,31.28
7637,1,4,12.22
7638,3,3,21.6
7639,5,6,8.65
7640,4,4,11.72
7641,2,5,18.7
7642,5,4,8.97
7643,3,5,23.04
7644,1,4,9.72
7645,2,3,16.93
7646,3,4,7.72
7647,3,4,40.48
7648,1,4,11.4
7649,5,5,23.8
7650,3,3,9.79
7651,2,4,3.38
7652,3,4,16.54
7653,3,4,8.76
7654,0,4,29.55
7655,4,7,26.8
7656,4,3,8.28
7657,2,4,7.13
7658,0,3,15.05
7659,5,4,10.55
7660,2,5,6.12
7661,4,5,34.22
7662,2,4,3.1
7663,2,2,2.97
7664,4,3,11.16
7665,1,5,6.93
7666,1,4,15.88
7667,5,5,22.85
7668,3,3,10.26
7669,2,2,4.25
7670,5,5,18.88
7671,5,3,27.22
7672,2,5,15.05
7673,3,5,16.59
7674,4,4,4.86
7675,1,4,8.89
7676,1,5,13.23
7677,2,4,7.28
7678,2,3,9.65
7679,5,7,12.18
7680,1,5,11.93
7681,1,2,4.9
7682,1,4,14.7
7683,2,2,13.12
7684,5,3,11.75
7685,2,2,1.7
7686,4,3,7.48
7687,4,3,9.2
7688,2,3,12.03
7689,4,5,9.24
7690,3,4,12.48
7691,5,3,0.6
7692,5,5,26.3
7693,4,7,6.66
7694,2,5,13.44
7695,5,5,34.92
7696,0,4,5.98
7697,4,5,9.81
7698,1,5,4.9
7699,3,3,22.68
7700,1,4,18.8
7701,5,4,8.23
7702,1,5,26.83
7703,0,5,7.9
7704,0,3,5.44
7705,1,4,11.09
7706,5,6,40.6
7707,0,3,4.91
7708,4,5,36.48
7709,3,4,21.11
7710,3,3,24.61
7711,2,5,13.78
7712,0,4,1.51
7713,5,5,17.38
7714,1,5,13.32
7715,0,2,5.13
7716,4,5,10.53
7717,4,5,4.38
7718,3,4,13.5
7719,0,4,12.18
7720,3,5,15.91
7721,2,4,8.55
7722,4,4,26.5
7723,2,5,11.74
7724,3,6,34.32
7725,1,4,14.87
7726,2,3,5.44
7727,3,5,26.68
7728,1,5,23.32
7729,1,5,10.53
7730,4,7,17.6
7731,5,3,14.82
7732,2,3,2.93
7733,1,4,12.42
7734,3,5,17.2
7735,4,4,10.61
7736,5,3,11.21
7737,1,5,10.24
7738,2,1,0.76
7739,3,6,22.8
7740,1,5,27.65
7741,2,5,9.2
7742,1,3,11.73
7743,0,3,3.67
7744,2,5,9.62
7745,4,4,23.76
7746,2,2,7.39
7747,0,5,10.5
7748,0,6,15.64
7749,4,4,19.26
7750,3,4,2.18
7751,1,5,31.76
7752,2,4,6.68
7753,3,2,17.11
7754,2,2,10.49
7755,3,5,5.08
7756,5,7,8.44
7757,4,3,2.07
7758,4,4,8.52
7759,4,4,15.71
7760,1,2,3.56
7761,5,4,4.14
7762,5,6,14.52
7763,1,6,15.73
7764,3,4,3.11
7765,5,3,21.12
7766,3,2,18.67
7767,3,4,18.96
7768,2,5,18.21
7769,2,6,25.2
7770,1,4,19.23
7771,1,3,13.2
7772,4,7,26.87
7773,3,3,9.07
7774,4,4,8.4
7775,1,4,3.86
7776,3,6,16.85
7777,3,3,2.28
7778,5,4,4.61
7779,4,5,19.87
7780,1,5,25.28
7781,2,5,12.3
7782,4,5,11.39
7783,3,5,15.93
7784,1,3,3.93
7785,3,3,11.59
7786,4,4,3.72
7787,5,3,1.95
7788,0,3,26.97
7789,1,4,11.56
7790,4,5,28
7791,4,4,19.43
7792,4,6,11.78
7793,2,4,7.39
7794,1,6,14.98
7795,4,2,6.26
7796,3,5,8.62
7797,1,3,10.35
7798,4,6,11.46
7799,5,4,13.76
7800,2,2,16.5
7801,1,4,1.89
7802,2,3,4.27
7803,5,3,14.65
7804,3,3,6.91
7805,4,5,17.71
7806,2,3,15.31
7807,3,4,10.92
7808,0,2,4.42
7809,1,2,9.29
7810,5,5,15.2
7811,3,4,14.78
7812,2,5,6.42
7813,1,4,3.49
7814,3,4,13.63
7815,3,3,29.93
7816,2,4,18.94
7817,2,4,22.27
7818,3,5,3.56
7819,3,6,6.99
7820,3,3,10.22
7821,1,3,10.73
7822,5,5,19.28
7823,2,5,15.01
7824,1,5,30.36
7825,2,4,16.43
7826,0,5,3.82
7827,1,2,13.2
7828,4,5,11.88
7829,2,4,12.56
7830,4,4,12.72
7831,3,2,1.8
7832,1,3,7.98
7833,1,4,11.48
7834,2,3,18.18
7835,5,4,11.72
7836,2,3,5.42
7837,5,4,25.3
7838,0,3,4.37
7839,1,2,6.01
7840,5,6,12.67
7841,4,4,15.29
7842,1,4,7.76
7843,5,3,15.98
7844,5,3,15.9
7845,4,4,38.2
7846,1,4,23.32
7847,0,4,9.44
7848,2,5,11.88
7849,5,3,6.05
7850,3,5,19.28
7851,4,4,10.44
7852,4,3,14.01
7853,2,4,16.59
7854,2,4,7.1
7855,0,3,3.47
7856,4,2,5.88
7857,3,3,6.26
7858,1,4,9.68
7859,1,3,3.36
7860,1,3,4.86
7861,1,4,12.26
7862,0,5,11.61
7863,2,4,5.43
7864,5,3,4.86
7865,1,3,13.34
7866,0,5,21.32
7867,1,4,8.84
7868,0,6,10.62
7869,2,5,5.92
7870,1,5,6.94
7871,1,3,11
7872,2,2,14.96
7873,4,7,11.63
7874,5,6,40.75
7875,4,4,18.74
7876,2,6,19.94
7877,0,4,10.17
7878,0,6,8.45
7879,3,3,9.86
7880,1,3,19.33
7881,1,5,19.58
7882,2,4,14.16
7883,3,4,5.76
7884,5,4,20.54
7885,1,4,25.63
7886,2,3,27.6
7887,4,3,9.35
7888,4,5,14.94
7889,3,3,11.64
7890,3,5,5.76
7891,3,6,27.58
7892,4,2,3.96
7893,1,3,29.33
7894,5,5,20.2
7895,2,4,7.48
7896,5,5,17.85
7897,2,4,9.66
7898,2,5,13.32
7899,2,5,3.97
7900,0,3,9.32
7901,3,5,8.77
7902,5,5,15.23
7903,0,2,8.1
7904,3,4,9.07
7905,2,5,11.66
7906,5,4,3.34
7907,5,4,23.3
7908,2,5,14.26
7909,4,5,18.36
7910,2,3,6.64
7911,5,5,23.14
7912,3,4,23.85
7913,2,3,11.28
7914,0,4,4.47
7915,0,5,2.25
7916,1,3,22.92
7917,5,4,23.2
7918,3,3,9.13
7919,4,4,12.75
7920,2,5,4.28
7921,3,2,12.58
7922,2,5,11.22
7923,4,3,12.33
7924,5,4,2.68
7925,5,4,13.86
7926,5,5,5.17
7927,1,4,17.9
7928,2,3,9.9
7929,0,2,7.48
7930,4,3,12.64
7931,1,5,13.5
7932,4,5,27.36
7933,0,5,14.7
7934,5,4,12.03
7935,2,3,6.36
7936,4,5,15.05
7937,3,3,2.99
7938,1,5,18.53
7939,5,6,13.68
7940,5,4,10.38
7941,2,5,25.66
7942,1,6,11.66
7943,4,4,17.58
7944,1,4,1.91
7945,0,4,27.12
7946,3,3,16.68
7947,1,4,13.99
7948,5,5,9.12
7949,1,4,19.42
7950,4,2,4.06
7951,1,6,27
7952,4,3,11.04
7953,4,4,3.02
7954,1,3,9.41
7955,1,5,10.33
7956,1,4,12.6
7957,4,6,21.74
7958,3,6,9.65
7959,0,5,9.9
7960,3,4,14.31
7961,0,4,3.63
7962,0,4,9.55
7963,2,3,12.42
7964,4,3,28.24
7965,2,5,11.56
7966,1,5,5.58
7967,0,2,7.56
7968,0,5,11.58
7969,1,4,17.86
7970,2,4,5.86
7971,1,4,16.11
7972,4,5,22.36
7973,2,4,8.28
7974,4,2,5.98
7975,3,6,17.71
7976,1,5,9.77
7977,3,2,3.78
7978,2,5,44.24
7979,1,4,8.98
7980,3,3,8.95
7981,4,3,2.07
7982,5,4,39.2
7983,2,3,4.54
7984,5,4,12.1
7985,0,5,16.83
7986,5,6,21.98
7987,2,5,18.65
7988,1,4,9.77
7989,1,4,5.66
7990,3,6,3.26
7991,2,6,27.74
7992,4,2,9.58
7993,4,6,7.22
7994,3,4,15.86
7995,4,4,24.62
7996,0,4,6.81
7997,1,5,22.64
7998,0,3,6.27
7999,4,6,34.5
8000,4,4,3.4
8001,4,2,5.06
8002,3,4,9.93
8003,2,4,9.52
8004,3,4,24.88
8005,5,3,5.87
8006,0,4,17.04
8007,1,5,15.11
8008,3,4,25.21
8009,1,4,7.29
8010,4,5,6.27
8011,1,4,7.91
8012,1,4,11
8013,2,5,28.16
8014,3,2,1.6
8015,3,4,35.88
8016,1,3,12.89
8017,4,4,14.9
8018,3,6,18
8019,3,3,2.81
8020,0,5,3.02
8021,4,5,6.45
8022,3,4,9.84
8023,1,3,10.26
8024,1,5,11
8025,2,4,14.2
8026,4,5,12.22
8027,1,4,5.11
8028,3,3,25.95
8029,0,3,13.28
8030,2,4,13.4
8031,1,5,5.08
8032,4,4,11.4
8033,1,4,2.96
8034,4,5,15.94
8035,1,3,4.27
8036,1,4,20.41
8037,3,2,5.05
8038,0,4,9.98
8039,2,4,5.38
8040,5,7,42.12
8041,1,5,13.52
8042,4,6,24.3
8043,1,3,19.52
8044,5,5,13.05
8045,4,4,11.22
8046,2,4,7.06
8047,3,5,14.85
8048,3,3,33.84
8049,1,5,22.85
8050,5,5,14.16
8051,1,4,7.15
8052,1,4,11.13
8053,1,4,20.15
8054,2,2,8.37
8055,0,4,21.42
8056,4,5,9.53
8057,3,3,23.93
8058,1,4,11.43
8059,4,4,4.98
8060,2,3,10.07
8061,4,6,22.92
8062,2,3,6.98
8063,4,3,16.33
8064,0,4,25.34
8065,3,5,9.89
8066,3,4,6.12
8067,3,4,8.76
8068,5,3,8.6
8069,4,2,13.16
8070,3,5,10.85
8071,5,4,18.65
8072,4,6,32.08
8073,3,5,19.08
8074,4,2,10.01
8075,4,3,14.59
8076,3,4,18.21
8077,3,5,7.45
8078,2,3,6.91
8079,3,6,22.12
8080,4,5,15.57
8081,3,2,8.7
8082,2,3,20.3
8083,2,6,10.88
8084,4,5,22.68
8085,1,6,9.37
8086,4,5,11.4
8087,3,4,9.3
8088,3,4,14.74
8089,3,3,9.3
8090,1,4,3.36
8091,5,6,17.86
8092,3,3,2.84
8093,5,4,10.06
8094,3,5,9.24
8095,5,3,14.79
8096,2,3,32.84
8097,4,5,36.61
8098,4,4,10.96
8099,1,4,15.47
8100,3,3,5.57
8101,4,4,13.07
8102,4,2,2.05
8103,3,5,23.27
8104,3,5,36.77
8105,4,4,20.2
8106,4,3,12.9
8107,3,3,2.52
8108,1,4,6.01
8109,4,6,11.71
8110,3,4,12.86
8111,3,6,16.63
8112,2,2,9.7
8113,2,3,17.04
8114,1,4,8.96
8115,1,4,4.59
8116,5,3,4.98
8117,1,3,3.72
8118,4,4,6.9
8119,1,4,6.29
8120,4,3,3.02
8121,2,4,12.96
8122,1,5,23.94
8123,4,5,2.28
8124,3,6,24.64
8125,0,2,6.95
8126,2,2,10.14
8127,1,6,35.06
8128,2,4,14.31
8129,3,2,8.45
8130,1,3,6.34
8131,1,5,13.89
8132,4,4,9.36
8133,2,5,11.97
8134,2,4,31.59
8135,3,5,13.11
8136,5,5,14.18
8137,3,5,11.16
8138,5,4,10.77
8139,4,3,21.66
8140,2,5,23.32
8141,0,5,9.4
8142,4,3,5.29
8143,1,5,25.6
8144,1,5,10.97
8145,2,4,16.15
8146,4,5,40.5
8147,1,4,11
8148,2,4,14.92
8149,4,4,16.77
8150,4,5,5.57
8151,5,6,4.42
8152,5,3,9
8153,2,4,5.51
8154,1,5,32.84
8155,4,4,9.88
8156,2,6,18.24
8157,2,6,4.44
8158,2,6,30.1
8159,0,4,5.83
8160,2,5,13.04
8161,3,2,11.8
8162,1,3,15.4
8163,2,3,7.56
8164,4,5,17.71
8165,5,4,28.9
8166,0,2,1.6
8167,1,4,20.49
8168,3,5,16.97
8169,0,2,10.98
8170,3,5,24.62
8171,1,3,9.3
8172,4,4,11.08
8173,4,3,5.73
8174,2,5,16.38
8175,3,3,10.35
8176,2,2,9.22
8177,3,3,10.8
8178,0,3,5.22
8179,1,3,18.96
8180,3,5,4.75
8181,1,4,8.03
8182,3,4,11.94
8183,3,4,13.73
8184,2,3,19.38
8185,4,4,7.67
8186,5,6,16.19
8187,3,4,4.56
8188,1,2,12.54
8189,1,3,15.29
8190,3,3,9.85
8191,2,5,6.08
8192,2,6,7.56
8193,2,4,6.58
8194,1,4,9.47
8195,2,3,10.08
8196,2,3,13.97
8197,5,4,24.19
8198,2,5,13.8
8199,5,4,3.87
8200,1,6,8.4
8201,5,4,3.53
8202,4,3,8.69
8203,4,3,6.97
8204,1,5,26.06
8205,0,5,7.96
8206,4,4,3.4
8207,1,5,22.77
8208,1,1,1.92
8209,2,4,3.25
8210,3,4,17.11
8211,0,4,6.59
8212,0,3,4.05
8213,2,3,15.56
8214,4,6,15.73
8215,3,4,33.93
8216,1,5,10.53
8217,3,4,22.26
8218,3,4,7.29
8219,3,3,13.41
8220,2,3,6.03
8221,2,3,12.46
8222,2,5,22.62
8223,5,5,12.27
8224,2,5,4.7
8225,1,5,13.57
8226,5,5,5.88
8227,3,3,16.69
8228,4,5,17.79
8229,5,6,38.88
8230,1,4,4.54
8231,2,3,19.49
8232,3,5,11.57
8233,2,2,7.03
8234,2,4,12.54
8235,3,3,2.44
8236,2,4,15.79
8237,4,6,11.16
8238,3,5,30.16
8239,1,3,25.04
8240,2,3,15.77
8241,2,4,2.96
8242,2,6,29.27
8243,2,5,2.93
8244,5,6,7.79
8245,1,4,18.74
8246,4,5,17.66
8247,5,6,13.75
8248,4,6,19.38
8249,2,6,26.96
8250,1,3,19.95
8251,4,2,10.5
8252,3,3,3.64
8253,5,5,5.62
8254,4,5,5.27
8255,2,5,17.21
8256,4,3,20.76
8257,4,6,6.3
8258,4,6,21.13
8259,1,3,11.7
8260,1,5,34.22
8261,1,5,12.92
8262,2,3,11.76
8263,4,3,20.09
8264,3,3,10.02
8265,4,3,26.65
8266,1,4,4.93
8267,2,4,9.54
8268,2,6,24.13
8269,4,5,12.58
8270,4,6,11.22
8271,2,3,24.19
8272,5,5,13.4
8273,4,6,2.32
8274,0,3,10.44
8275,4,3,13.8
8276,4,4,15.04
8277,0,3,10.52
8278,3,3,4.38
8279,1,6,19.38
8280,3,3,21.6
8281,3,4,19.38
8282,4,3,5.04
8283,3,5,11.64
8284,1,3,17.32
8285,4,3,12.58
8286,1,4,11.71
8287,5,6,10.47
8288,0,3,6.82
8289,5,3,9.92
8290,2,4,8.28
8291,3,4,11.18
8292,5,2,7.51
8293,3,5,12.08
8294,1,4,7.3
8295,4,2,17.2
8296,1,3,16.97
8297,4,4,14.95
8298,3,5,27.22
8299,5,3,10.51
8300,4,3,5.45
8301,1,4,6.32
8302,2,4,16.01
8303,5,5,3.65
8304,0,5,13.61
8305,2,4,8.78
8306,0,3,7.73
8307,2,5,15.56
8308,1,4,4.68
8309,2,5,19.19
8310,1,3,19.51
8311,4,3,10.13
8312,5,5,25.96
8313,4,4,22.4
8314,2,5,10.52
8315,1,2,8.22
8316,2,3,8.25
8317,1,4,27.94
8318,3,6,17.48
8319,0,5,30.51
8320,1,2,8.99
8321,4,4,4.86
8322,4,5,18.36
8323,2,5,41.58
8324,1,4,18.94
8325,1,4,2.95
8326,1,5,11.28
8327,0,3,12.68
8328,2,4,18.59
8329,3,5,23.83
8330,5,5,18.77
8331,3,3,9.53
8332,3,3,5.18
8333,4,3,5.04
8334,4,3,16.08
8335,2,3,3.11
8336,2,5,8.74
8337,4,5,5.48
8338,2,2,3.84
8339,4,2,5.47
8340,1,4,7.04
8341,2,2,6.4
8342,3,3,11.94
8343,2,4,15.4
8344,5,6,33.53
8345,3,5,13.28
8346,4,5,23.22
8347,4,6,10.21
8348,1,4,3.33
8349,4,5,10.71
8350,1,6,21.48
8351,1,4,34.34
8352,2,3,10.7
8353,1,3,12.62
8354,1,5,25.84
8355,0,5,38.27
8356,3,3,34.56
8357,2,5,6.05
8358,4,6,8.51
8359,4,6,10.98
8360,1,5,5.41
8361,1,5,8.23
8362,4,5,3.36
8363,3,5,30.32
8364,4,5,25.83
8365,4,5,7.29
8366,2,3,5.96
8367,2,2,8.85
8368,0,4,9.74
8369,3,2,5.62
8370,2,5,8.75
8371,2,6,32.02
8372,3,3,6.96
8373,3,4,9.4
8374,4,5,6.44
8375,1,5,3.54
8376,5,3,8.48
8377,0,4,10.37
8378,4,4,22.27
8379,4,7,26.97
8380,0,4,2.79
8381,2,4,5.93
8382,1,4,26.68
8383,4,3,12.82
8384,2,5,2.12
8385,5,4,20.29
8386,3,4,18.83
8387,5,5,6.44
8388,4,3,8.28
8389,1,1,6.14
8390,3,5,13.01
8391,2,2,1.86
8392,4,5,38.52
8393,2,5,20.4
8394,5,5,9.6
8395,3,4,14.96
8396,4,5,8.98
8397,2,4,7.77
8398,1,4,5.42
8399,3,3,21.84
8400,1,5,41.55
8401,2,2,3.48
8402,0,2,4.97
8403,2,3,24.84
8404,5,5,7.3
8405,4,5,17.18
8406,1,4,29.41
8407,1,6,14.63
8408,5,2,9.72
8409,0,4,13.37
8410,2,6,4.54
8411,2,5,17.94
8412,1,4,1.39
8413,3,5,8.1
8414,3,3,4.59
8415,3,3,7.88
8416,3,4,5.88
8417,4,4,7.44
8418,4,3,21.49
8419,2,4,8.3
8420,1,3,27.75
8421,3,4,13.52
8422,1,4,12.06
8423,3,4,5.48
8424,1,5,24.97
8425,4,6,6.24
8426,1,4,9.29
8427,5,4,9.24
8428,1,4,12.86
8429,5,6,13.2
8430,3,4,4.77
8431,4,5,22.71
8432,0,5,13.2
8433,5,6,6.62
8434,4,4,5.74
8435,5,3,7.14
8436,1,3,20.67
8437,0,2,5.88
8438,1,4,10.21
8439,4,4,14.3
8440,5,4,15.26
8441,4,5,7.86
8442,2,5,5.63
8443,1,5,20.57
8444,2,2,8.6
8445,3,6,20.16
8446,3,5,24.73
8447,2,3,15.44
8448,1,5,23.7
8449,4,5,24.84
8450,3,4,20.79
8451,2,6,22.4
8452,2,2,3.92
8453,0,4,8.16
8454,3,2,7.96
8455,2,4,11.4
8456,5,4,18.9
8457,1,2,17.7
8458,2,5,13.75
8459,4,4,11.45
8460,2,3,15.23
8461,2,4,7.68
8462,4,4,4.93
8463,2,5,10.38
8464,1,4,22.72
8465,1,2,7.64
8466,1,4,13.25
8467,3,5,5.11
8468,3,4,19.44
8469,4,5,21.28
8470,1,5,11.83
8471,3,3,10.51
8472,3,4,8.76
8473,3,6,23.98
8474,1,5,12.11
8475,4,4,14.88
8476,2,5,16.32
8477,4,2,12.04
8478,1,5,16.12
8479,0,2,11.45
8480,4,4,3.02
8481,3,3,9.46
8482,1,2,8.32
8483,2,5,11.17
8484,2,5,21.49
8485,4,4,7.98
8486,5,6,3.42
8487,4,5,18.72
8488,3,4,8.16
8489,1,2,8.78
8490,4,3,27.3
8491,5,6,29.79
8492,0,5,28.8
8493,2,4,18.14
8494,0,5,15.12
8495,4,3,8.31
8496,1,4,2.49
8497,2,3,12.1
8498,2,6,12.06
8499,0,4,3.74
8500,4,4,29.8
8501,0,3,4.34
8502,1,4,17
8503,2,6,3.42
8504,2,3,12.31
8505,2,4,23.24
8506,2,4,11.38
8507,1,5,13.34
8508,0,5,15.46
8509,1,4,7.31
8510,0,2,7.49
8511,4,2,9.55
8512,3,2,4.51
8513,1,5,9.97
8514,3,2,4.26
8515,1,4,5.54
8516,1,4,11.59
8517,0,4,19.26
8518,3,3,3.4
8519,1,4,3.42
8520,3,4,15.91
8521,3,5,12.9
8522,3,3,11.04
8523,2,4,6.2
8524,5,4,9.52
8525,4,6,16.46
8526,4,4,4.2
8527,1,5,19.4
8528,5,6,7.98
8529,3,3,5.62
8530,4,6,11.03
8531,0,4,22.15
8532,2,3,8.54
8533,5,4,3.88
8534,3,5,10.92
8535,2,4,6.3
8536,0,4,9.25
8537,4,4,2.74
8538,2,6,25.47
8539,1,4,8.01
8540,1,5,9.07
8541,4,5,34.11
8542,3,3,13.42
8543,1,4,5.54
8544,3,4,7.33
8545,1,4,3.19
8546,5,6,22.4
8547,5,5,18.48
8548,2,5,21.66
8549,2,5,8.82
8550,0,3,1.53
8551,2,4,12.31
8552,2,5,6.43
8553,3,5,11.52
8554,4,6,12
8555,3,4,6.88
8556,2,4,28.37
8557,3,5,15.98
8558,2,3,13.68
8559,4,4,3.89
8560,3,4,11.19
8561,4,6,20.35
8562,5,6,7.68
8563,0,4,3.47
8564,2,3,10.73
8565,0,4,20.72
8566,5,7,8.75
8567,1,4,16.92
8568,2,4,21.34
8569,1,4,17.28
8570,4,5,22.54
8571,0,5,19.01
8572,0,5,11.04
8573,2,4,23.62
8574,1,3,15.51
8575,3,4,8.54
8576,1,5,6.96
8577,5,3,16.28
8578,1,1,5.83
8579,1,2,3.04
8580,3,4,11.55
8581,4,4,5.81
8582,3,2,14.36
8583,5,4,13.43
8584,2,4,23.85
8585,2,3,10.33
8586,0,5,15.75
8587,2,5,6.07
8588,2,3,7.94
8589,3,4,26.31
8590,1,3,9.58
8591,3,3,11.08
8592,1,4,7.1
8593,0,4,10.25
8594,5,4,13.94
8595,4,5,7.62
8596,5,3,3.82
8597,3,3,2.65
8598,5,5,9.36
8599,4,6,11.09
8600,1,5,15.12
8601,5,5,14.9
8602,2,2,8.1
8603,0,6,21.38
8604,2,6,4.71
8605,1,3,2.81
8606,1,5,5.51
8607,4,4,10.08
8608,0,3,15.18
8609,5,5,18.45
8610,5,3,5.23
8611,3,5,14.49
8612,2,1,6.77
8613,0,3,14.49
8614,4,2,2.47
8615,3,2,11.23
8616,2,4,12.96
8617,0,5,16.7
8618,4,5,10.87
8619,2,2,7.98
8620,0,4,8.88
8621,1,4,4.76
8622,4,5,10.86
8623,3,3,24.83
8624,0,3,6.97
8625,5,7,10.9
8626,5,4,15.37
8627,1,5,5.71
8628,4,3,11
8629,4,4,14.94
8630,1,3,13.28
8631,2,6,8.3
8632,2,6,35.33
8633,0,5,9.23
8634,2,4,3.83
8635,5,4,9.47
8636,3,3,10.18
8637,2,4,16.26
8638,4,4,22.21
8639,2,4,11.33
8640,2,4,17.78
8641,1,2,16.54
8642,5,5,5.52
8643,5,6,16.1
8644,3,4,12.98
8645,5,2,2.66
8646,2,3,4.82
8647,3,5,29.85
8648,3,3,22.54
8649,1,5,39.1
8650,1,5,23.97
8651,1,4,4.12
8652,0,5,4.28
8653,3,3,13.68
8654,2,4,16.32
8655,1,3,6.22
8656,2,3,17.63
8657,2,4,12.83
8658,3,4,10.82
8659,1,4,8.32
8660,2,5,19.08
8661,5,3,7.13
8662,1,4,16.12
8663,0,4,11.86
8664,1,3,15.96
8665,3,5,22.92
8666,4,2,15.7
8667,3,4,19.75
8668,3,2,9.02
8669,0,3,8.1
8670,3,5,23.67
8671,5,4,14.87
8672,2,5,11.3
8673,4,2,2.37
8674,3,4,10.8
8675,3,4,16.39
8676,1,4,6.16
8677,4,6,5.37
8678,4,5,10.8
8679,0,3,23.32
8680,1,3,10.17
8681,3,2,3.76
8682,2,3,15.13
8683,0,4,4.31
8684,2,4,27.12
8685,0,3,9.14
8686,4,3,7.57
8687,4,4,12.6
8688,0,4,7.78
8689,1,4,3.1
8690,0,3,16.22
8691,3,4,15.88
8692,4,5,13.01
8693,2,2,12.69
8694,1,4,23.33
8695,4,5,29.48
8696,0,5,19.6
8697,3,5,7.39
8698,1,5,23.3
8699,3,7,43.32
8700,1,4,7.92
8701,1,5,8.66
8702,3,4,23.05
8703,2,5,5.76
8704,2,2,2.37
8705,1,3,8.91
8706,3,3,9.24
8707,1,3,25.61
8708,2,4,9.97
8709,3,3,14.09
8710,1,5,5.04
8711,4,6,3.84
8712,2,5,31.95
8713,1,5,13.44
8714,2,3,4.79
8715,0,4,13.57
8716,1,4,6.73
8717,2,4,15.9
8718,4,5,12.8
8719,2,3,28.81
8720,1,4,1.46
8721,4,4,9.47
8722,3,3,7.74
8723,2,4,28.22
8724,2,4,7.28
8725,4,4,1.64
8726,5,5,31.83
8727,0,5,29.17
8728,3,3,15.79
8729,1,5,8.52
8730,5,4,2.31
8731,5,5,15.77
8732,5,3,6.91
8733,3,6,6.96
8734,5,3,9.94
8735,2,3,2.38
8736,2,3,10.92
8737,5,3,3.61
8738,2,4,21.15
8739,4,4,14.7
